Version,URL,Page title,Template,Linked from,Links to,Session variables,Validation,Conditional logic
v51,/v51/victim/victim-details/ethnicity,Victim ethnicity,v51/victim/victim-details/ethnicity.html,,/v51/victim/victim-details/ethnicity-answer,"victimForename, victimSurname",None (prototype redirect),
v51,/v51/victim/victim-details/full-name,Victim's full name,v51/victim/victim-details/full-name.html,,/v51/victim/victim-details/full-name-answer,"victimForename, victimSurname, victimTitle",None (prototype redirect),
v51,/v51/victim/victim-details/gender,Victim gender,v51/victim/victim-details/gender.html,,/v51/victim/victim-details/gender-answer,"victimForename, victimSurname",None (prototype redirect),
v51,/v51/victim/victim-details/pmoc,Preferred method of contact,v51/victim/victim-details/pmoc.html,,/v51/victim/victim-details/pmoc-answer,"victimForename, victimSurname",None (prototype redirect),
v51,/v51/victim/victim-details/pmoc-police,Preferred method of contact for police,v51/victim/victim-details/pmoc-police.html,,/v51/victim/victim-details/pmoc-police-answer,"victimForename, victimSurname",None (prototype redirect),
v51,/v51/victim/victim-details/power-of-attorney,Power of attorney details,v51/victim/victim-details/power-of-attorney.html,,/v51/victim/victim-details/power-of-attorney-answer,"powerOfAttorneyEmail, powerOfAttorneyName, powerOfAttorneyPhone",None (prototype redirect),
v51,/v51/victim/victim-details/preferred-name,Victim's preferred name,v51/victim/victim-details/preferred-name.html,,/v51/victim/victim-details/preferred-name-answer,"victimForename, victimPreferredName, victimSurname",None (prototype redirect),
v51,/v51/victim/victim-details/previous-convictions,Previous convictions,v51/victim/victim-details/previous-convictions.html,,/v51/victim/victim-details/previous-convictions-answer,"victimForename, victimSurname",None (prototype redirect),
v51,/v51/victim/victim-details/reasonable-adjustments,Reasonable adjustments,v51/victim/victim-details/reasonable-adjustments.html,,/v51/victim/victim-details/reasonable-adjustments-answer,"reasonableAdjustments, victimForename, victimSurname",None (prototype redirect),
v51,/v51/victim/victim-details/religion,Religion or belief,v51/victim/victim-details/religion.html,,/v51/victim/victim-details/religion-answer,"victimForename, victimSurname",None (prototype redirect),
v51,/v51/victim/victim-details/risk-level,Domestic abuse risk level,v51/victim/victim-details/risk-level.html,,/v51/victim/victim-details/risk-level-answer,"victimForename, victimSurname",None (prototype redirect),
v51,/v51/victim/victim-details/service,Change service,v51/victim/victim-details/service.html,,/v51/victim/victim-details/service-answer,"service, serviceLead, victimForename, victimSurname",None (prototype redirect),
v51,/v51/victim/victim-details/telephone-number,Victim's telephone number,v51/victim/victim-details/telephone-number.html,,/v51/victim/victim-details/telephone-number-answer,"victimForename, victimHomePhone, victimPhoneNumber, victimSurname, victimWorkPhone",None (prototype redirect),
v51,/v51/victim/victim-details/translator-needed,Translator needed,v51/victim/victim-details/translator-needed.html,,/v51/victim/victim-details/translator-needed-answer,"translatorNeededDetails, victimForename, victimSurname",None (prototype redirect),
v51,/v51/victim/victim-details/victim-representative,Victim representative details,v51/victim/victim-details/victim-representative.html,,/v51/victim/victim-details/victim-representative-answer,"victimRepresentativeEmail, victimRepresentativeName, victimRepresentativePhone",None (prototype redirect),
v51,/v51/victim/victim-details/vps-status,VPS status,v51/victim/victim-details/vps-status.html,,/v51/victim/victim-details/vps-status-answer,"victimForename, victimSurname",None (prototype redirect),
v51,/v51/victim/victim-details/wants-contact,Do they want to be contacted?,v51/victim/victim-details/wants-contact.html,,/v51/victim/victim-details/wants-contact-answer,"victimForename, victimSurname",None (prototype redirect),
v51,/v51/victims,Victims,v51/victims.html,/v51/onb/onboarded,"/v51/change-service, /v51/onb/service-lead, /v51/victim, /v51/vlo","area, caseUrn, onboardedStatus, service, serviceLead, victimForename, victimSurname, vlo",None (prototype redirect),"vloNameParts | length == 2 | data['serviceLead'] == 'Not aligned' | vlo.checked | record.surname == 'PALMER' | data['onboardedStatus'] == 'Yes' | data['onboardedStatus'] == 'Yes' | data['serviceLead'] == 'Not aligned' | data['onboardedStatus'] == 'Yes' | data['onboardedStatus'] == 'Yes' | record.onboarded | record.area | record.service in ['Universal', 'Enhanced', 'RASSO'] | record.onboarded"
v51,/v51/vlo,Victim liaison officer,v51/vlo.html,"/v51/victims, /v51/wft-meetings/victims",/v51/onb/vlo-answer,"victimForename, victimSurname, vlo",None (prototype redirect),
v51,/v51/wft-meetings/log-arranged-meeting,Tasks,v51/wft-meetings/log-arranged-meeting.html,,/v51/onb/tasks/clear-filters,"taskAssignee, taskDueDate",None (prototype redirect),assigneeNameParts | length == 2
v51,/v51/wft-meetings/log-arranged-meeting-check,Tasks,v51/wft-meetings/log-arranged-meeting-check.html,,/v51/onb/tasks/clear-filters,"taskAssignee, taskDueDate",None (prototype redirect),assigneeNameParts | length == 2
v51,/v51/wft-meetings/log-meeting-outcome,Tasks,v51/wft-meetings/log-meeting-outcome.html,,/v51/onb/tasks/clear-filters,"taskAssignee, taskDueDate",None (prototype redirect),assigneeNameParts | length == 2
v51,/v51/wft-meetings/log-meeting-outcome-check,Tasks,v51/wft-meetings/log-meeting-outcome-check.html,,/v51/onb/tasks/clear-filters,"taskAssignee, taskDueDate",None (prototype redirect),assigneeNameParts | length == 2
v51,/v51/wft-meetings/log-offer-response,Tasks,v51/wft-meetings/log-offer-response.html,,/v51/onb/tasks/clear-filters,"taskAssignee, taskDueDate",None (prototype redirect),assigneeNameParts | length == 2
v51,/v51/wft-meetings/log-offer-response-check,Tasks,v51/wft-meetings/log-offer-response-check.html,,/v51/onb/tasks/clear-filters,"taskAssignee, taskDueDate",None (prototype redirect),assigneeNameParts | length == 2
v51,/v51/wft-meetings/log-offer-task,Tasks,v51/wft-meetings/log-offer-task.html,,/v51/onb/tasks/clear-filters,"taskAssignee, taskDueDate",None (prototype redirect),assigneeNameParts | length == 2
v51,/v51/wft-meetings/new-task/check-task,Check the task details are correct,v51/wft-meetings/new-task/check-task.html,,"/v51/victim/new-task/manual-task, /v51/victim/new-task/task-due-date, /v51/victim/new-task/task-selection","manualTask, nextTask, taskDueDate, taskName, taskNote, victimForename, victimSurname",None (prototype redirect),"data['nextTask'] | data['manualTask'] == ""yes"" | data['taskName'] | data['taskDueDate'] | data['taskNote'] == """" | data['taskDueDate']"
v51,/v51/wft-meetings/new-task/manual-task,Set a reminder,v51/wft-meetings/new-task/manual-task.html,,/v51/victim/new-task/manual-task-answer,"taskDueDate, taskNote, victimForename, victimSurname",None (prototype redirect),
v51,/v51/wft-meetings/new-task/purposet,Task selection,v51/wft-meetings/new-task/purposet.html,,/v51/wft-meetings/new-task/purposet-answer,purposet,None (prototype redirect),
v51,/v51/wft-meetings/new-task/task-created,Victim onboarded,v51/wft-meetings/new-task/task-created.html,,,"manualTask, nextTask, taskDueDate, taskName, victimForename, victimSurname",None (prototype redirect),"data['manualTask'] == ""yes"""
v51,/v51/wft-meetings/new-task/task-due-date,Task due date,v51/wft-meetings/new-task/task-due-date.html,,/v51/wft-meetings/new-task/task-due-date-answer,taskDueDate,None (prototype redirect),
v51,/v51/wft-meetings/new-task/task-selection,Task selection,v51/wft-meetings/new-task/task-selection.html,,/v51/wft-meetings/new-task/next-task-answer,"victimForename, victimSurname",None (prototype redirect),
v51,/v51/wft-meetings/tasks,Tasks,v51/wft-meetings/tasks.html,,"/v51/change-task-due-date, /v51/onb/tasks/clear-filters, /v51/pcd/call/follow-up-moc, /v51/pcd/call/next-attempt-moc, /v51/pcd/call/was-text-message-sent, /v51/pcd/pre-draft/check-details, /v51/pcd/pre-draft/contacted-by, /v51/pcd/send/email-details, /v51/pcd/send/letter-details, /v51/task-assignee, /v51/victim","area, nextTask, nextTaskDueDate, pcdFumoc, pcdSent, pcdStatus, pcdType, service, taskAssignee, taskDueDate, victimForename, victimSurname, vlo",None (prototype redirect),"assigneeNameParts | length == 2 | (data['pcdSent'] == ""yes"") or (data['pcdFumoc'] == ""None"") | (data['pcdType'] == ""dtc"") | (data['pcdStatus'] == ""check-details"") | (data['pcdFumoc'] == ""email"")"
v51,/v51/wft-meetings/tasks2,Tasks,v51/wft-meetings/tasks2.html,,"/v51/change-task-due-date, /v51/onb/tasks/clear-filters, /v51/pcd/call/follow-up-moc, /v51/pcd/call/next-attempt-moc, /v51/pcd/call/was-text-message-sent, /v51/pcd/pre-draft/check-details, /v51/pcd/pre-draft/contacted-by, /v51/pcd/send/email-details, /v51/pcd/send/letter-details, /v51/task-assignee, /v51/victim","area, nextTask, nextTaskDueDate, pcdFumoc, pcdSent, pcdStatus, pcdType, service, taskAssignee, taskDueDate, victimForename, victimSurname, vlo",None (prototype redirect),"assigneeNameParts | length == 2 | (data['pcdSent'] == ""yes"") or (data['pcdFumoc'] == ""None"") | (data['pcdType'] == ""dtc"") | (data['pcdStatus'] == ""check-details"") | (data['pcdFumoc'] == ""email"")"
v51,/v51/wft-meetings/victims,Victims,v51/wft-meetings/victims.html,,"/v51/onb/service-lead, /v51/victim, /v51/vlo","area, caseUrn, onboardedStatus, serviceLead, victimForename, victimSurname, vlo",None (prototype redirect),vloNameParts | length == 2 | data['onboardedStatus'] == 'Yes' | data['onboardedStatus'] == 'Yes' | data['onboardedStatus'] != 'Yes' | data['onboardedStatus'] == 'Yes'
